p_val	avg_log2FC	pct.1	pct.2	p_val_adj
5.52750277367938e-56	-0.271167606873141	0.191	0.287	1.91356618522007e-51
8.47391370140228e-71	-0.271749961057705	0.383	0.519	2.93358418428845e-66
3.78183676075049e-156	-0.272380106755099	1	1	1.30923406820421e-151
2.3021532403667e-126	-0.272751029572907	0.926	0.977	7.96982430282546e-122
2.55502198308624e-67	-0.272822592336978	0.5	0.632	8.84523060324624e-63
1.24414164329588e-52	-0.273897822531175	0.645	0.718	4.307093954926e-48
1.13305306171575e-77	-0.274026061284924	0.472	0.624	3.92251639435377e-73
3.62391586256225e-40	-0.275496772072061	0.558	0.641	1.25456343246042e-35
1.41975366815972e-61	-0.275717736708372	0.3	0.417	4.91504522380215e-57
1.69791273027616e-50	-0.275969661304627	0.319	0.425	5.87800408094304e-46
1.16835694622774e-74	-0.276191694663219	0.602	0.729	4.04473491214581e-70
1.15431076022636e-97	-0.278023605462843	0.138	0.256	3.99610842082765e-93
1.85545101974268e-60	-0.280975922049389	0.723	0.816	6.4233858852472e-56
3.22091119813529e-75	-0.280984001773788	0.272	0.401	1.11504724768245e-70
6.01003419836976e-88	-0.281156720035151	0.272	0.415	2.08061373913363e-83
8.68809909653481e-76	-0.282011663021915	0.343	0.48	3.00773302622939e-71
3.04133555454698e-56	-0.283232299018043	0.304	0.418	1.05287995562862e-51
1.92879396489304e-59	-0.284420615083192	0.408	0.532	6.6772918270632e-55
6.01697931584725e-72	-0.284672306754461	0.7	0.795	2.08301806935316e-67
1.94587276759499e-73	-0.2849234041805	0.628	0.739	6.73641693413709e-69
6.34668638596187e-84	-0.285246016932644	0.709	0.816	2.19715935995614e-79
4.77312394847741e-56	-0.286007497185578	0.303	0.41	1.65240777972339e-51
8.88734855476214e-56	-0.286466507605511	0.186	0.282	3.0767111961731e-51
3.30006902943771e-73	-0.286748382228841	0.689	0.791	1.14245089730104e-68
5.01035151120864e-92	-0.287496941442737	0.795	0.912	1.73453358966532e-87
1.59118134498583e-103	-0.288281383589011	0.176	0.315	5.50851069820645e-99
3.64979410522249e-96	-0.290909861677555	0.596	0.733	1.26352222128697e-91
4.3778520012894e-99	-0.291293072973141	0.748	0.889	1.51556858432638e-94
2.51398721913924e-56	-0.291515732187814	0.295	0.405	8.70317235393812e-52
4.45490737707491e-72	-0.291844058795208	0.671	0.772	1.54224438486956e-67
7.63769816842807e-83	-0.292083978912138	0.526	0.67	2.64409472892811e-78
9.51620743718107e-51	-0.293592134358575	0.538	0.626	3.29441585267772e-46
5.59585656400828e-35	-0.29363545443946	0.546	0.624	1.93722958389403e-30
1.75789587094056e-133	-0.294134584487365	0.539	0.762	6.08565971560912e-129
1.67081958670664e-70	-0.294729802184208	0.317	0.445	5.7842103272197e-66
1.33956775841383e-85	-0.295461748450253	0.542	0.679	4.63744962285284e-81
9.02231046869263e-113	-0.296297766576782	0.881	0.938	3.1234336611567e-108
2.56189092333708e-84	-0.298267007823727	0.861	0.912	8.86901018750065e-80
2.13353860893186e-119	-0.299215461130395	0.899	0.956	7.38609731026119e-115
1.03091917808785e-81	-0.300551915340562	0.615	0.736	3.56893910262234e-77
1.70451286366734e-65	-0.303638416054726	0.432	0.554	5.90085308272996e-61
1.85561193530668e-134	-0.303851757867995	0.118	0.255	6.42394295883819e-130
3.58962591782205e-101	-0.304090127681366	0.152	0.276	1.24269259649082e-96
1.28933323885322e-79	-0.304517046894489	0.965	0.996	4.46354273958597e-75
2.00929465293001e-44	-0.305929948948655	0.245	0.337	6.95597715897839e-40
9.42572714991984e-99	-0.305990859578729	0.55	0.704	3.26309248203075e-94
6.35992927594062e-37	-0.306866676451095	0.184	0.26	2.20174391603788e-32
1.11890450207862e-80	-0.307609575303117	0.558	0.686	3.87353549574598e-76
1.11984062570411e-96	-0.308925863512805	0.559	0.715	3.87677626212505e-92
9.38170829586309e-107	-0.310267709749767	0.771	0.88	3.24785359494484e-102
2.50135909869252e-92	-0.311221323308898	0.718	0.813	8.65945506376363e-88
7.57072994931187e-116	-0.31227926144143	0.778	0.908	2.62091100115228e-111
2.77500809292623e-143	-0.312312486054799	0.899	0.978	9.60680051690131e-139
9.69927609843156e-115	-0.312640330950855	0.929	0.924	3.35779239251602e-110
2.76361206674187e-90	-0.314121144977316	0.452	0.602	9.56734861385367e-86
1.75025453750222e-95	-0.316758353408842	0.851	0.912	6.05920618337894e-91
1.86194406861002e-145	-0.317354579748569	0.965	0.998	6.44586417112102e-141
2.79647489280294e-150	-0.31917520450469	0.912	0.968	9.68111643139448e-146
9.83933063573519e-68	-0.319549290524411	0.349	0.471	3.40627787278517e-63
7.98775111255901e-71	-0.321670636460023	0.794	0.865	2.76527955765681e-66
1.75326990572595e-127	-0.324185320775383	0.733	0.879	6.06964508663267e-123
1.32542907294334e-133	-0.324779148425228	0.94	0.99	4.58850290762253e-129
4.38791464244779e-131	-0.325414890771126	0.848	0.958	1.519052170069e-126
3.85915138824724e-93	-0.327349386898029	0.55	0.708	1.33599961909731e-88
1.79934016971646e-102	-0.327530757896675	0.147	0.272	6.22913573354142e-98
1.7353197405261e-92	-0.328512541693346	0.767	0.855	6.00750340972729e-88
7.22430234887522e-126	-0.32940458796226	0.91	0.955	2.50098123015711e-121
3.00967897421713e-60	-0.331028358390093	0.384	0.5	1.04192076408423e-55
1.84609745591151e-86	-0.331557399042441	0.706	0.779	6.39100478262007e-82
2.46823049834787e-108	-0.332062084184166	0.229	0.376	8.54476716223049e-104
1.08409336097263e-97	-0.335928295202478	0.364	0.518	3.75302280635115e-93
2.52046255121554e-57	-0.336140394657175	0.334	0.439	8.72558930605307e-53
6.12596550670628e-73	-0.336229759550549	0.536	0.659	2.12074799876665e-68
1.39606606550865e-84	-0.33673640727164	0.454	0.601	4.83304111218438e-80
7.87646969060057e-81	-0.337511118972985	0.545	0.687	2.72675504218901e-76
4.87774837126891e-153	-0.338480880556314	0.922	0.959	1.68862770864958e-148
1.23106722497615e-167	-0.342261306118885	0.857	0.96	4.26183162614494e-163
2.63661941861712e-129	-0.342330760716778	0.895	0.948	9.1277127653106e-125
1.75675526248605e-83	-0.342358854174662	0.16	0.274	6.08171104320045e-79
5.51044457668734e-68	-0.342401656007691	0.833	0.894	1.90766080800339e-63
1.19470076502154e-67	-0.342627136901118	0.757	0.808	4.13593457842805e-63
3.54101398249872e-115	-0.342892401114382	0.817	0.888	1.22586363060123e-110
5.46519715919525e-99	-0.343899008465074	0.553	0.711	1.8919966045418e-94
4.18863731521811e-101	-0.34395515955974	0.425	0.578	1.45006435215536e-96
9.36569687245933e-77	-0.344385539576383	0.55	0.655	3.2423106002767e-72
1.60978160101308e-82	-0.345329310273928	0.329	0.463	5.57290292454719e-78
2.22646243860518e-144	-0.346436888353983	0.794	0.897	7.70779031620728e-140
5.48768694161778e-93	-0.347021200100002	0.497	0.642	1.89978234231866e-88
2.34710297748985e-110	-0.347749162608198	0.403	0.569	8.1254357977721e-106
8.8172430271538e-61	-0.348131797486374	0.259	0.371	3.05244136357037e-56
1.38728669699692e-90	-0.348340388842648	0.655	0.776	4.80264781633363e-86
4.8987010593051e-93	-0.350148361176425	0.623	0.753	1.69588131972083e-88
3.34874078073029e-41	-0.35446903394963	0.336	0.422	1.15930057088102e-36
1.98085175638975e-93	-0.354509258526094	0.333	0.481	6.85751069544567e-89
1.73840422514751e-74	-0.354886939408245	0.458	0.588	6.01818158703817e-70
2.05744771977014e-99	-0.355498360218515	0.821	0.879	7.12267826107223e-95
9.90226755636122e-102	-0.357517913504409	0.37	0.522	3.42806600533669e-97
4.35153934298405e-106	-0.358159903397976	0.623	0.778	1.50645940514765e-101
8.73761940056048e-104	-0.358187650695149	0.609	0.756	3.02487646028003e-99
1.24830854264264e-72	-0.361188573594161	0.166	0.269	4.32151934377456e-68
2.05382484358692e-130	-0.361966864830921	0.75	0.868	7.11013622601355e-126
5.15942909544552e-107	-0.363891347555955	0.284	0.436	1.78614275855228e-102
2.45967518441962e-114	-0.364046873062139	0.553	0.702	8.5151495209423e-110
4.25460942311664e-126	-0.365966411027602	0.447	0.626	1.47290323618875e-121
1.52741363559205e-188	-0.36641198906405	0.901	0.993	5.28775326505612e-184
1.31387961692086e-120	-0.366463604236044	0.576	0.74	4.54851984581833e-116
4.28418477816733e-143	-0.366731626830187	0.749	0.882	1.48314192835375e-138
1.40937986684732e-188	-0.370821409237795	0.151	0.335	4.87913216103873e-184
4.73665244518954e-113	-0.370901190007233	0.806	0.912	1.63978171000017e-108
2.90572357242766e-150	-0.371757661617159	0.795	0.941	1.00593244353873e-145
1.85528526303241e-100	-0.371903176063072	0.179	0.309	6.42281205209192e-96
3.40245629467025e-109	-0.378418057561406	0.483	0.633	1.17789634465189e-104
4.84928307489651e-223	-0.379641107499418	0.948	0.984	1.67877330769842e-218
7.60585729171137e-133	-0.382978619637447	0.492	0.67	2.63307173581756e-128
4.23779246039768e-95	-0.384187986800536	0.529	0.669	1.46708137186507e-90
3.56414121414489e-138	-0.384681320857724	0.495	0.674	1.23387004692482e-133
5.64441442131778e-148	-0.384835355271405	0.917	0.979	1.954039828516e-143
2.31786210430509e-69	-0.386035099541617	0.428	0.545	8.0242068188938e-65
1.31554202167722e-105	-0.38633894914523	0.389	0.539	4.55427492484438e-101
1.8478582128167e-113	-0.387431304461547	0.707	0.825	6.39710034695014e-109
3.89820165896635e-68	-0.387495051856652	0.463	0.575	1.34951843231756e-63
4.56320654439394e-153	-0.388895126500872	0.847	0.934	1.57973647360374e-148
1.41360927008588e-130	-0.389025449776114	0.529	0.694	4.89377393211031e-126
1.85652491665095e-95	-0.389421763831057	0.524	0.659	6.42710360895393e-91
3.67301610423264e-102	-0.392257777518727	0.311	0.456	1.2715614451243e-97
7.60036496959276e-132	-0.393806375589786	0.22	0.378	2.63117034882332e-127
1.95743731071389e-149	-0.395285524543065	0.718	0.837	6.77645222596041e-145
1.0538008258474e-110	-0.395463294914906	0.336	0.495	3.64815307900112e-106
1.10589618461623e-73	-0.397656458112652	0.407	0.531	3.82850200152292e-69
3.28321656944601e-137	-0.398561165870426	0.675	0.802	1.13661674417651e-132
1.77542598093782e-115	-0.39916008375652	0.361	0.522	6.14634720340863e-111
6.06123206750342e-67	-0.399179585685866	0.521	0.631	2.09833792944901e-62
3.74064702599882e-132	-0.400573801710849	0.766	0.872	1.29497459393053e-127
1.00849061334848e-221	-0.406265057006423	0.922	0.967	3.4912936543511e-217
1.26960578223278e-77	-0.406312989926685	0.269	0.393	4.39524825751166e-73
3.93599517359636e-127	-0.406731534637933	0.588	0.733	1.36260216914732e-122
1.01364124520706e-203	-0.411935875004052	0.895	0.96	3.50912462678233e-199
5.65801064002291e-226	-0.413988590941987	0.912	0.974	1.95874670346953e-221
1.01327474956365e-169	-0.415812277146685	0.759	0.897	3.5078558555144e-165
8.17272534042088e-98	-0.416991534164109	0.463	0.599	2.8293157856003e-93
1.33916067880592e-165	-0.420729833078947	0.632	0.812	4.63604035395822e-161
4.25803199941152e-178	-0.4210275772032	0.428	0.642	1.47408809787627e-173
4.69246311372759e-143	-0.424531046012603	0.156	0.307	1.62448380534136e-138
2.51896536902108e-103	-0.425117983490729	0.147	0.272	8.72040621101408e-99
2.25916829720473e-126	-0.42618609330695	0.716	0.833	7.82101472809306e-122
1.03453945403603e-129	-0.426625222541399	0.335	0.504	3.58147213592733e-125
2.67535731198629e-130	-0.429538969356126	0.322	0.492	9.26181947836534e-126
3.84862528915624e-184	-0.432196312579767	0.859	0.954	1.332355588853e-179
2.94294174213241e-20	-0.432501271883777	0.928	0.947	1.01881700170882e-15
7.24396801735442e-55	-0.435353230592435	0.628	0.704	2.50778928792793e-50
6.12654691581042e-206	-0.436002437767982	0.76	0.936	2.12094927678441e-201
1.66069313616296e-214	-0.436590863415391	0.902	0.986	5.74915356808256e-210
3.02143402564275e-132	-0.436748805376234	0.352	0.524	1.04599024533727e-127
9.61723944062095e-128	-0.436919963594151	0.658	0.775	3.32939212194857e-123
9.49302566403401e-164	-0.439484526171129	0.788	0.903	3.28639055463193e-159
1.2997176141561e-107	-0.439592256735317	0.499	0.645	4.49949240844699e-103
1.63671041484256e-208	-0.441130885687884	0.778	0.93	5.66612778514346e-204
1.85234591713428e-115	-0.444989717642864	0.801	0.873	6.41263633052715e-111
3.32911497386676e-208	-0.44810653933429	0.736	0.926	1.15250631280294e-203
6.22528429633354e-128	-0.45090103047934	0.341	0.51	2.15513117054771e-123
1.22121094745772e-149	-0.451420652646448	0.768	0.874	4.22771017900387e-145
3.30671804175136e-220	-0.452818257371492	0.763	0.883	1.1447527188739e-215
2.63753333363886e-132	-0.453213675521379	0.306	0.476	9.13087664772436e-128
1.69518025948878e-177	-0.4550372074121	0.792	0.929	5.86854454032419e-173
3.21381042210012e-225	-0.455471636246538	0.115	0.296	1.11258903002684e-220
2.78397332395715e-168	-0.456614302297501	0.369	0.559	9.63783725020726e-164
3.18688592803557e-191	-0.460595961095394	0.814	0.949	1.10326803942663e-186
1.72449201952546e-98	-0.462096599989658	0.354	0.496	5.97001892239519e-94
1.76368038191461e-86	-0.468695080238449	0.682	0.761	6.1056851141502e-82
4.32581122893817e-304	-0.470209058831855	0.964	0.998	1.4975525893461e-299
3.75293204119897e-230	-0.472845887283474	0.791	0.908	1.29922754334267e-225
0	-0.475165678572954	0.425	0.781	0
4.35830536048421e-254	-0.482334235583277	0.123	0.317	1.50880173274603e-249
5.52864915200904e-156	-0.484813227354762	0.569	0.722	1.91396304993401e-151
1.19773162117641e-98	-0.488312220838669	0.297	0.443	4.14642709935061e-94
3.29163136256821e-301	-0.495043640552879	0.151	0.389	1.13952986140749e-296
1.51609075164072e-171	-0.495500020110321	0.357	0.554	5.24855457310501e-167
1.51399302411954e-191	-0.496362128084185	0.679	0.826	5.24129245019943e-187
2.21179588724546e-145	-0.500053539052169	0.308	0.479	7.65701618205506e-141
2.02790846717201e-219	-0.500584744427619	0.847	0.936	7.02041632250277e-215
5.80260135111892e-145	-0.505806216308386	0.286	0.455	2.00880256174386e-140
1.93079723549648e-111	-0.507069080312971	0.18	0.315	6.68422694956527e-107
3.64502892447987e-176	-0.51079512424629	0.129	0.287	1.26187256336569e-171
5.13383897206205e-238	-0.51227133030338	0.178	0.384	1.77728371373816e-233
3.01520016972798e-243	-0.516294493063232	0.959	0.993	1.04383214675813e-238
3.32313600596041e-199	-0.516623798875964	0.715	0.875	1.15043645390343e-194
9.42729819601429e-225	-0.519597806227283	0.631	0.811	3.26363636247819e-220
1.40225988601798e-190	-0.524915793157187	0.431	0.633	4.85448349940566e-186
8.66533121300636e-167	-0.525096987336225	0.14	0.297	2.99985101263067e-162
1.2695138377014e-27	-0.525510107436198	0.355	0.415	4.39492995473849e-23
8.04430474450546e-53	-0.526728743936942	0.332	0.43	2.78485785950034e-48
1.42404937307221e-168	-0.527502204040849	0.473	0.66	4.9299165246387e-164
5.70706426143867e-117	-0.528085383240724	0.533	0.682	1.97572857666745e-112
1.80720492858652e-223	-0.531718857086467	0.38	0.616	6.25636274227367e-219
7.14754879962546e-243	-0.535110960505385	0.646	0.83	2.47440991894234e-238
0	-0.535285508288947	0.893	0.982	0
9.75677975676794e-205	-0.539566920784329	0.593	0.772	3.37769958399549e-200
5.1888603787425e-106	-0.5433646231755	0.464	0.592	1.79633157451687e-101
0	-0.543752621932957	0.878	0.983	0
1.44920085307736e-195	-0.547684658208794	0.366	0.575	5.01698843326851e-191
1.17401391518787e-194	-0.550871274079666	0.722	0.872	4.0643187729889e-190
5.02937445414384e-204	-0.556404752518938	0.225	0.422	1.74111914228006e-199
9.16334451685402e-202	-0.55757448496378	0.376	0.586	3.17225823828969e-197
4.54531095762122e-238	-0.560001038062243	0.846	0.933	1.57354120041889e-233
8.45945526534881e-11	-0.560241552852997	0.626	0.635	2.9285788183111e-06
6.16776739534869e-234	-0.564288890870008	0.586	0.78	2.13521939459576e-229
4.33474078385203e-168	-0.565787162050236	0.519	0.693	1.50064391196173e-163
0	-0.568496672669642	0.942	0.999	0
6.17175481556993e-197	-0.570389651854085	0.113	0.274	2.13659979960216e-192
3.60549214811098e-184	-0.573534382783446	0.536	0.732	1.24818532675454e-179
4.60645454991926e-259	-0.576473895364712	0.112	0.306	1.59470850063655e-254
3.96677135749809e-262	-0.583903819340227	0.64	0.829	1.37325657625226e-257
9.16355586414099e-74	-0.586418620900153	0.189	0.298	3.17233140460697e-69
7.93838837039634e-226	-0.599745247660141	0.445	0.651	2.74819066994751e-221
5.33548890362825e-245	-0.604035737604031	0.589	0.796	1.84709290354706e-240
9.9844740948812e-300	-0.604269207240983	0.717	0.905	3.45652508690692e-295
2.14358052698659e-178	-0.605551099974327	0.398	0.582	7.42086142637487e-174
0	-0.606326416387998	0.885	0.989	0
0	-0.607681084498402	0.985	0.999	0
2.29560874347389e-296	-0.620380493386295	0.129	0.341	7.94716790903225e-292
0	-0.621226444695027	0.789	0.911	0
5.23807035148071e-265	-0.621267943804116	0.5	0.732	1.81336757497911e-260
4.9149077889523e-243	-0.626244976289566	0.484	0.693	1.7014919274574e-238
1.14816540824936e-101	-0.629509566494347	0.219	0.349	3.97483382681845e-97
0	-0.631681830838415	0.003	0.25	0
9.39848621503081e-265	-0.63596403560389	0.385	0.615	3.25366194278152e-260
1.34306306042111e-227	-0.641956319698059	0.775	0.919	4.64955000887183e-223
5.03052227682777e-274	-0.643008683222797	0.541	0.767	1.741516507015e-269
0	-0.645278136100427	0.358	0.724	0
4.72918779838276e-191	-0.646547283397444	0.325	0.519	1.63719752392213e-186
6.90955765538519e-86	-0.65051834352192	0.641	0.749	2.3920197647178e-81
0	-0.655274619069901	0.752	0.915	0
0	-0.660837360688925	0.594	0.798	0
1.8392865247831e-237	-0.660853660957059	0.832	0.931	6.3674260201466e-233
0	-0.663340616788781	0.943	0.994	0
9.21793132472094e-204	-0.66962784358946	0.283	0.486	3.19115564530514e-199
0	-0.6749213415192	0.948	0.99	0
1.61557034917915e-284	-0.677280115362766	0.64	0.86	5.59294299182329e-280
6.98202727481512e-287	-0.684645837083713	0.12	0.323	2.41710802226825e-282
1.31846171038151e-266	-0.699417532576555	0.657	0.829	4.56438259516975e-262
0	-0.709627516488348	0.193	0.438	0
0	-0.721947640872258	0.12	0.404	0
1.76618593349015e-246	-0.732842062707521	0.465	0.687	6.11435908314955e-242
3.50304980085569e-176	-0.744927564004202	0.507	0.688	1.21272081055823e-171
1.24287011587568e-283	-0.745840181912159	0.464	0.699	4.30269205415003e-279
5.73700803915224e-307	-0.748486648569057	0.272	0.507	1.98609481307411e-302
0	-0.762457235796517	0.849	0.935	0
0	-0.769868551311248	0.209	0.479	0
0	-0.781903785090859	0.788	0.941	0
0	-0.786392193786167	0.343	0.611	0
0	-0.797799594706038	0.757	0.954	0
0	-0.817818364893982	0.891	0.996	0
0	-0.822475627798308	0.596	0.847	0
5.65661771102171e-259	-0.826797384545925	0.502	0.704	1.95826448537861e-254
0	-0.832450713312476	0.571	0.826	0
0	-0.834912933124293	0.738	0.957	0
1.6829233888836e-182	-0.844885960010898	0.378	0.556	5.82611247997613e-178
0	-0.851090058626485	0.587	0.799	0
0	-0.905942535708617	0.305	0.716	0
2.05658968561033e-256	-0.931434689976197	0.379	0.607	7.1197078326144e-252
0	-0.986035582452054	0.778	0.936	0
7.78280433883899e-154	-1.07158566119107	0.155	0.311	2.69432903406267e-149
0	-1.14272304141794	0.748	0.924	0
0	-1.28172901018192	0.401	0.791	0
0	-1.29082555861457	0.467	0.857	0
