"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"expression"
"DHRS1"	0.291687259520148	4.5706290931173	3.38769929414429	0.00743651680143634	0.0193822981099456	-3.41985764423649	"Stable"
"TARDBP"	0.265243254892583	6.50832801955163	3.3876368194894	0.00743727607584765	0.0193822981099456	-3.69365370603631	"Stable"
"TVP23A"	-1.08101105351964	-0.700155287119668	-3.3876124903772	0.00743757177706681	0.0193822981099456	-2.31340813960319	"Stable"
"ADGRL2"	0.401297380491184	6.51328233281107	3.38752600333321	0.00743862305779807	0.0193832211362696	-3.69376400583832	"Stable"
"RHBDL2"	-2.06328105065108	-3.13778106950075	-3.38702175396784	0.00744475545816273	0.0193973828963337	-2.19131766001207	"Down"
"DENND6A"	-0.265618997662011	4.18849314326717	-3.38679646509231	0.00744749699102264	0.0194027078920993	-3.34767860012555	"Stable"
"YWHAE"	-0.195974181165805	8.13047368276046	-3.3864317868522	0.00745193696843359	0.0194124563747671	-3.84929087317574	"Stable"
"CCDC74B"	-0.926296153808976	1.04295063001812	-3.38587340046269	0.00745874067500911	0.0194283600196069	-2.60116243151436	"Stable"
"LEFTY1"	-2.34730320101036	-2.64223142183574	-3.38547038186693	0.00746365529316495	0.0194393404909839	-2.20296464956913	"Down"
"BLACAT1"	-2.07929559563186	-0.650282026451191	-3.38509453317024	0.0074682416146563	0.019449463925928	-2.30632417212615	"Down"
"FOXP4-AS1"	-2.26076895071061	-3.35689446175515	-3.38462242110142	0.00747400673989504	0.0194626551235738	-2.19312748058995	"Down"
"TRABD2B"	-1.13592392725866	3.57669799172399	-3.38422879193413	0.00747881701211685	0.0194733576026708	-3.18856137868099	"Stable"
"AC010186.3"	-0.976991412343174	-0.0386419122113909	-3.38307931728821	0.00749288234389581	0.0195081541623939	-2.41098303699527	"Stable"
"AC021242.3"	1.19350889171459	-0.0478378940599958	3.38287492373872	0.00749538623927954	0.0195128461538626	-2.40277096508757	"Stable"
"AC159540.2"	-0.834369794747301	2.83928834682383	-3.38247544041493	0.0075002825615793	0.0195237649229801	-3.02645334659122	"Stable"
"HNRNPD"	-0.370269288292302	6.99612184894666	-3.38241080454254	0.00750107509180745	0.0195240001874752	-3.75303433858004	"Stable"
"LTB4R2"	0.777877235318484	1.58733775977805	3.38201284332377	0.00750595659197177	0.0195348772928086	-2.72351812980815	"Stable"
"SNAP91"	2.38157843173946	-2.38080496084618	3.38141963778833	0.00751323912913781	0.0195520006761634	-2.21514692209509	"Up"
"AL359922.3"	2.03083646026223	-3.99805483887327	3.3812429369967	0.00751540982749011	0.0195541351490442	-2.19464333175166	"Up"
"AC009312.1"	1.75090918984418	-2.30372480905437	3.3812383804942	0.0075154658108982	0.0195541351490442	-2.21359514933617	"Up"
"AC012417.1"	-1.73246983600186	-4.19617515146342	-3.38077828070069	0.00752112104855436	0.0195670183267312	-2.1944456032231	"Down"
"POLK"	-0.291241683504819	3.89170320742163	-3.38045394704896	0.00752511019212117	0.0195748658094216	-3.29413176329711	"Stable"
"SYNPR"	2.04316426024378	-4.3886594778625	3.38041857333912	0.0075255454039674	0.0195748658094216	-2.19515804777713	"Up"
"SFPQ"	-0.339067202557145	7.90023350400142	-3.37981145945703	0.0075330189524684	0.0195924726398219	-3.84088774678442	"Stable"
"SLC6A7"	1.51059176041992	-4.65309413003999	3.3793443599212	0.00753877416903875	0.0195982754809547	-2.19615651199116	"Up"
"CASQ2"	1.51059176041992	-4.65309413003999	3.3793443599212	0.00753877416903875	0.0195982754809547	-2.19615651199116	"Up"
"MPPED1"	1.51059176041992	-4.65309413003999	3.3793443599212	0.00753877416903875	0.0195982754809547	-2.19615651199116	"Up"
"OR7E122P"	1.51059176041992	-4.65309413003999	3.3793443599212	0.00753877416903875	0.0195982754809547	-2.19615651199116	"Up"
"PPIAP78"	1.51059176041992	-4.65309413003999	3.3793443599212	0.00753877416903875	0.0195982754809547	-2.19615651199116	"Up"
"PTPRJ"	-0.573513209424289	4.15540709717507	-3.3792149406938	0.00754036957305621	0.0195997421032558	-3.34935012660453	"Stable"
"AC016074.2"	2.19744341813528	-3.88641923936284	3.3791842406339	0.00754074807669679	0.0195997421032558	-2.19843202025558	"Up"
"CDRT1"	-1.72792798653024	-3.61569312774158	-3.37890858261146	0.00754414757077021	0.0196067452428112	-2.19826279129547	"Down"
"PSENEN"	-0.236620363449564	4.80684429520207	-3.37877637440571	0.00754577856434238	0.019609151285991	-3.47870765505323	"Stable"
"AC069185.1"	1.40587144760879	-2.62990484481003	3.37836706713104	0.00755083032438877	0.0196204455658307	-2.20880862692906	"Stable"
"VPS29"	0.254703103282525	4.9370343964075	3.37785760656343	0.00755712309868202	0.0196349621455758	-3.5012467418326	"Stable"
"CUBN"	-0.885822360755844	0.515135956689022	-3.37701163298101	0.00756758444391445	0.0196603058065482	-2.51452271947148	"Stable"
"AL731702.1"	2.11245943138502	-3.24051288096984	3.37635387230324	0.00757572871789572	0.019679625628719	-2.20693950321602	"Up"
"IL27RA"	-1.0440220148109	1.93531425740473	-3.37615174936146	0.00757823319297997	0.0196842925888838	-2.81327440708698	"Stable"
"AL683813.1"	-0.876732211895053	0.0179197821544913	-3.37532917174495	0.00758843448977583	0.0197089491334492	-2.43255790878984	"Stable"
"WDR97"	-1.44179602648708	0.208498662942261	-3.37445984177725	0.00759923107022248	0.0197351470195766	-2.45539514521348	"Stable"
"LINC02082"	-2.54099143492754	-2.97870257524176	-3.37341857186201	0.00761218401580529	0.01976693955393	-2.21649506905405	"Down"
"STAG3"	0.535908301216009	2.07706802357518	3.37235484437885	0.00762543996541159	0.0197995129030007	-2.85922385274447	"Stable"
"CUL9"	-0.298754674649923	4.95742607914473	-3.37099348199184	0.00764243990601823	0.0198418005627211	-3.5166486741143	"Stable"
"SMIM26"	-0.369392030495363	3.7705287593335	-3.36985960182623	0.00765662916797604	0.019876783740523	-3.28389147307965	"Stable"
"ZNF549"	-0.409718457825608	2.90890793542941	-3.36941759301929	0.0076621678182524	0.0198886938432235	-3.07451570864646	"Stable"
"DSTYK"	-0.345522989671815	5.51105898241454	-3.36937932570813	0.00766264752724063	0.0198886938432235	-3.60271666510343	"Stable"
"ITSN2"	0.394564347904834	4.15816954339781	3.36918539540471	0.00766507906552243	0.019893148076901	-3.36687277407288	"Stable"
"AC010889.2"	-2.24476869550718	-2.96731831339142	-3.36876014393414	0.00767041375725154	0.0199051353181648	-2.22117323975187	"Down"
"PRKAR1B"	-0.414905255753863	5.16870701405548	-3.36868192022959	0.00767139547653109	0.0199055209596138	-3.5533210827549	"Stable"
"ABCB1"	2.44895587315442	-3.02348228256535	3.36863422630014	0.00767199410645836	0.0199055209596138	-2.2225027064509	"Up"
"EXOSC3"	0.335167486574467	3.74797175687922	3.36793591865275	0.00768076445638994	0.0199264169130788	-3.27904984762693	"Stable"
"AC012378.2"	2.39003681886166	-3.62630423993989	3.36699327767531	0.00769261998403286	0.019955312181735	-2.21790801808686	"Up"
"MTRF1"	-0.450334679842003	2.04829092185152	-3.36681391771401	0.00769487792880163	0.0199593074336062	-2.86544001513608	"Stable"
"PSAP"	0.19353486697754	10.4906204314905	3.36592662120431	0.00770605812774311	0.0199851259879304	-4.04666460201044	"Stable"
"AP004609.3"	1.21544261831242	-0.826643879769859	3.36590988418888	0.0077062691808455	0.0199851259879304	-2.32946348641955	"Stable"
"PTGDR2"	-3.2886653754579	-0.908376442962553	-3.36504557392938	0.00771717624770658	0.0200078336681897	-2.2973591555299	"Down"
"AC073508.3"	-0.618254327692338	1.49956610695613	-3.3650449823121	0.00771718371903312	0.0200078336681897	-2.73853275136041	"Stable"
"ZNF789"	-0.718771096074575	2.19671845777988	-3.36504496636489	0.00771718392042488	0.0200078336681897	-2.8993386615782	"Stable"
"PCDHB1"	-2.03590919301702	-3.64713547361607	-3.36488953062776	0.00771914712353538	0.0200110577025009	-2.21874937575319	"Down"
"IL1RL1"	2.83883738972489	0.0539601507437444	3.36435363862204	0.00772591958142267	0.0200267474485913	-2.39339019632234	"Up"
"SLC41A1"	-0.320251116706833	5.08692431495782	-3.36426872148089	0.00772699330644486	0.0200276636725397	-3.54874072302504	"Stable"
"KCTD17"	-0.264289343726068	4.63798310453014	-3.36339289958675	0.00773807656491677	0.0200545211076592	-3.47460271440264	"Stable"
"USP17L7"	-2.1326000672412	-4.39429546405356	-3.36248351379343	0.00774960200383861	0.0200825194146073	-2.22060223313012	"Down"
"CD96"	-2.69311454557883	-0.673603675174585	-3.36202864246784	0.00775537365954151	0.0200956033899181	-2.33091722587159	"Down"
"RAD54B"	-2.20021999760813	-0.0052220064810685	-3.36188350444755	0.00775721618747989	0.0200985047809417	-2.42476170943317	"Down"
"SETD4"	0.377786998420549	3.17960812096123	3.36126855145397	0.00776502805451488	0.0201168704075133	-3.15316159672502	"Stable"
"NADK"	0.184625589194371	6.08519057437555	3.36119134685857	0.00776600937541122	0.020117538354079	-3.69055878550187	"Stable"
"RFX4"	1.75685723959272	-4.53173742324743	3.36077617061634	0.00777128874168674	0.0201288857850997	-2.22282832129654	"Up"
"LINC00668"	-2.44407951287932	-1.70331580217642	-3.36071408212989	0.00777207857635477	0.0201288857850997	-2.26603537438316	"Down"
"AC010168.2"	0.796148728862855	1.10482128406007	3.36067611844003	0.00777256155774347	0.0201288857850997	-2.65347201442881	"Stable"
"CRYZL1"	-0.341063750571602	3.81966758610639	-3.36057503566161	0.00777384770405432	0.0201303417078538	-3.31088148066941	"Stable"
"ATAD3A"	0.256782059671731	5.06525689504014	3.36035280910299	0.00777667602232592	0.0201357904345651	-3.55157030577423	"Stable"
"DCAF1"	0.339950500840022	4.07232556508756	3.35910996438176	0.00779251360968943	0.0201749193138756	-3.36663533355102	"Stable"
"PCDHA8"	-1.23968797298251	0.173753977958326	-3.35896737531938	0.00779433276051536	0.0201777503713705	-2.47684360849849	"Stable"
"DAAM1"	0.502506331728742	4.07200448099394	3.35809735999038	0.00780544195345277	0.0202046284637598	-3.36475548269936	"Stable"
"FAM205A"	2.46035066770887	-1.28149079417831	3.35700170231731	0.00781945571534543	0.02023901941924	-2.28911729956866	"Up"
"GORASP2"	0.228943145772401	6.75539934883197	3.35640596148397	0.00782708634467159	0.0202568841120568	-3.77276705591181	"Stable"
"LANCL2"	-0.383518167288246	3.88093467559784	-3.35596809597869	0.00783269972598741	0.0202695252285534	-3.33176379022478	"Stable"
"BOD1L1"	0.292886170725154	6.19417505903817	3.35587742494347	0.0078338626386971	0.0202706481045609	-3.71198978215293	"Stable"
"THEMIS2"	-0.833914160842358	0.154773956352422	-3.35561947944028	0.00783717192968409	0.0202773241534192	-2.48771950259973	"Stable"
"PLXDC2"	-2.2203012885453	4.4174556365301	-3.35513766777696	0.0078433571743308	0.0202914392993526	-3.36412457112018	"Down"
"CXorf40B"	0.369521069963212	4.29278941950952	3.35480565884679	0.00784762227408704	0.0203002075569155	-3.41960152141858	"Stable"
"STEAP1B"	1.75547686807006	-3.3220224680423	3.3547601917732	0.00784820654667488	0.0203002075569155	-2.23568464603822	"Up"
"ZNF76"	-0.253961326484861	4.52230954067841	-3.35452482161535	0.00785123188109772	0.020306143957381	-3.46830796035934	"Stable"
"STEAP1"	1.80429149979233	-4.51090618957125	3.35403595340463	0.00785751941958038	0.0203186259630663	-2.2324943428945	"Up"
"FALEC"	1.80429149979233	-4.51090618957125	3.35403595340463	0.00785751941958038	0.0203186259630663	-2.2324943428945	"Up"
"AGPAT5"	0.463841920847186	3.90699930048421	3.35322136696586	0.00786800774959363	0.0203437181354028	-3.33805933903061	"Stable"
"FFAR3"	-2.59360667249071	-1.64199459957682	-3.35316871301003	0.00786868620248352	0.0203437181354028	-2.28021731982149	"Down"
"ZNF433-AS1"	-0.772684024536483	0.875594991796959	-3.35269485816981	0.00787479461042516	0.0203576179748496	-2.62469510418457	"Stable"
"ASAH2"	1.0314398119034	0.483838182076516	3.35260470871106	0.00787595727288556	0.0203587308663992	-2.54132146931002	"Stable"
"SCP2"	-0.306283137951074	6.09967136158775	-3.35244633599641	0.00787800024512501	0.0203621188711606	-3.70695904101238	"Stable"
"PTGES3P1"	-1.11021500517888	-1.4333241117702	-3.35228475245104	0.0078800852022901	0.0203656147536833	-2.29680698132904	"Stable"
"AP005205.2"	-1.82504350600394	-1.65179485146753	-3.35193067928813	0.00788465590561781	0.0203755336534952	-2.28099030306627	"Down"
"PRKG2"	2.33181853015712	-2.21160410978359	3.35138715072844	0.00789167761999368	0.0203917244036469	-2.2641280468267	"Up"
"LINC00664"	3.37324828033536	0.152314393428277	3.35130107357613	0.00789279022413673	0.0203917244036469	-2.41088506307231	"Up"
"SPESP1"	2.61360285208377	-3.33285676947716	3.35127546525243	0.00789312126003207	0.0203917244036469	-2.24461978614779	"Up"
"HMBS"	0.327447413783616	3.78747994600357	3.3505914464839	0.0079019688192316	0.020412685338866	-3.31776002392505	"Stable"
"CACNA1E"	2.38081921544937	-4.22509084472673	3.35043614345743	0.00790397904412461	0.0204159815421207	-2.23869140862648	"Up"
"AC107959.4"	0.984373592412909	0.259880569216187	3.34971197634909	0.00791335957980169	0.0204383128809182	-2.50945564026644	"Stable"
"CNGA1"	2.68805379549486	-3.71104865599055	3.349611486629	0.00791466218962227	0.0204397786611532	-2.24321862787639	"Up"
"MRPS14"	-0.240568934555546	4.16849684809773	-3.34845800994471	0.0079296301873025	0.0204765320382739	-3.40832298709836	"Stable"
"TAF9"	0.274930731393591	5.28245615801689	3.34765772666343	0.00794003222919839	0.0205001507136868	-3.60638142139213	"Stable"
"LYPLAL1"	0.542943487043563	2.95282263423568	3.3476408964217	0.00794025113955286	0.0205001507136868	-3.1160604090844	"Stable"
"PTK2B"	0.732964570070178	3.26205293903269	3.34713528046706	0.00794683058471365	0.0205152326839242	-3.18793902123671	"Stable"
"AC020978.9"	0.978108026578717	0.636760655068691	3.34663209256628	0.00795338404197258	0.020530244770803	-2.58056815253251	"Stable"
"PADI4"	2.87225570337782	-3.96984732197698	3.34607082309861	0.00796070055242738	0.0205472235738231	-2.24748399200845	"Up"
"AC016957.2"	-1.63530231153424	-2.38783858405398	-3.34491506981146	0.00797578851413482	0.0205842561188076	-2.26355142835156	"Down"
"AL157392.3"	0.435991929830168	3.02629367542962	3.34476180909545	0.00797779150356592	0.0205857484711882	-3.14212873136315	"Stable"
"ARL17B"	-0.863174999676805	0.734314273251155	-3.34475753071219	0.0079778474259341	0.0205857484711882	-2.60766161509659	"Stable"
"DYNC1I2P1"	0.514549651248531	1.94287793129825	3.34469484279511	0.00797866686070683	0.0205859525590437	-2.87371865065521	"Stable"
"PEX12"	-0.406538114769964	2.8081513264776	-3.34436315137056	0.00798300406770835	0.0205952320566616	-3.09124981827639	"Stable"
"KLHL35"	-0.849249771099545	1.09889757306163	-3.3442670969529	0.00798426053415251	0.0205965626136603	-2.68299462090692	"Stable"
"ARL14EP"	0.341169538775542	4.01968398078684	3.34366357909135	0.00799215970548594	0.0206145854777077	-3.3813045846396	"Stable"
"FAAP100"	-0.251188604846024	5.99055511955003	-3.34362004291168	0.00799272984374476	0.0206145854777077	-3.709027583598	"Stable"
"AP003721.1"	-2.00747177579301	-2.49947418356441	-3.34355101722021	0.00799363387224267	0.0206150049574828	-2.26549824140853	"Down"
"NLE1"	-0.275118195429555	4.11649505622473	-3.3425585683056	0.00800664367749099	0.020646641388882	-3.40697537218012	"Stable"
"MMP11"	-0.624856923168338	4.85763336559076	-3.34241828656696	0.0080084843698893	0.0206478542389446	-3.54388488999932	"Stable"
"TRIM25"	0.260498004958895	6.16031879285073	3.34239735110767	0.00800875910995127	0.0206478542389446	-3.73094884019296	"Stable"
"LCTL"	-1.56488733604506	-1.36427211065008	-3.34235295824154	0.00800934171837938	0.0206478542389446	-2.31524255726914	"Down"
"LNPEP"	0.262534407272523	5.3259828476264	3.34176038516769	0.00801712280557655	0.0206659976575379	-3.62286750510244	"Stable"
"WASHC3"	-0.608064281539977	3.2593961491731	-3.34160300226997	0.00801919071879532	0.0206694120436432	-3.20441465317832	"Stable"
"AC019080.1"	-0.770479457437349	0.881323036906423	-3.3410776519011	0.0080260974964098	0.0206852967823868	-2.64422470775864	"Stable"
"SMYD1"	2.5246777432615	-4.15354553673404	3.34016085060155	0.00803816543925824	0.0207144789809096	-2.25390643214237	"Up"
"CCDC92"	0.445214209221512	6.00888620523335	3.33996377506122	0.00804076201669481	0.0207192501747953	-3.71582682279943	"Stable"
"AC008105.2"	2.11375657562635	-2.49251558873047	3.33983370679383	0.00804247621275241	0.0207217469951625	-2.27288153451689	"Up"
"PCDHA1"	-2.8649532768219	-1.82978658086135	-3.33973421079396	0.00804378774621217	0.020723205973425	-2.29579865111601	"Down"
"ZNF527"	-0.466236257531107	2.02012276580882	-3.33957854104502	0.00804584019360466	0.0207265733206755	-2.90365723332669	"Stable"
"RPS17"	-0.23735354897569	8.61543304919654	-3.33949432490937	0.0080469507779321	0.0207275139723187	-3.96743650081047	"Stable"
"LINC01480"	1.68068242071862	-4.16473280558892	3.33910872906906	0.00805203777811759	0.0207386960409724	-2.25416814784788	"Up"
"MRPL27"	0.2683960468263	4.94469612921386	3.33761141934213	0.00807182274041039	0.0207877283615681	-3.57023152864354	"Stable"
"PIGA"	-0.730341407539369	1.7460905547511	-3.33748435733249	0.00807350401231199	0.0207901326696006	-2.83768880015945	"Stable"
"IQCN"	0.506358123172329	2.39449831373744	3.33674271049336	0.00808332464887469	0.0208134943223085	-2.99646850819008	"Stable"
"AC097359.2"	0.44738797794117	2.76782502058916	3.33667156192442	0.00808426742428674	0.0208139944444183	-3.09061483435376	"Stable"
"ZNF518B"	0.212258014108001	4.89687487953355	3.33588541500645	0.00809469208314344	0.0208389045517903	-3.5656743770899	"Stable"
"AC009053.2"	1.0519769953648	-0.357073628174528	3.33555051160705	0.00809913727922175	0.0208484179953749	-2.43801204166413	"Stable"
"MBTPS1"	-0.211149432704795	7.38094782454972	-3.33547600261515	0.00810012658597445	0.0208490345135245	-3.86973914064642	"Stable"
"MAP7"	1.31414992716651	-1.27456398087417	3.33506565740717	0.00810557726234914	0.0208611330393262	-2.33339115246102	"Stable"
"MARCH9"	-0.826303534766153	1.8037104382328	-3.33446239978429	0.00811359732050746	0.0208798414709885	-2.85546052945514	"Stable"
"PDE5A"	-1.90363942211521	4.05758255870609	-3.33390812337999	0.00812097343772236	0.0208968894511668	-3.34060610014519	"Down"
"MTMR12"	-0.279760909387788	4.18232570126253	-3.33379085734795	0.00812253486297358	0.020898973295072	-3.43564263947263	"Stable"
"SRRM3"	-0.687249872291164	3.39211600679731	-3.33301656891494	0.0081328525047905	0.02092358408107	-3.25064425692642	"Stable"
"CACYBP"	-0.266417756571336	4.43697933849609	-3.33294588910263	0.00813379501168721	0.0209240729109977	-3.48828377319337	"Stable"
"AF165147.1"	-4.33373293381736	-1.16380095380824	-3.33273072942849	0.00813666483663911	0.0209278923444892	-2.33298091901159	"Down"
"TMA16"	0.360358754531727	3.67372284932804	3.33272172097376	0.00813678501533023	0.0209278923444892	-3.32083988502961	"Stable"
"SPATA1"	2.17042585541119	-3.11368203397429	3.33219864127	0.00814376639432139	0.0209439112431096	-2.27316521035069	"Up"
"AC106845.2"	1.98614576205944	-1.98016666615934	3.33173104967164	0.00815001244164261	0.0209580362482488	-2.29777723569915	"Up"
"RAB44"	2.08533024153379	-3.39805791491177	3.33149011138191	0.00815323281036722	0.0209643787243454	-2.26977144237521	"Up"
"AC139491.8"	-2.36844200858079	-4.27659754983173	-3.3305568055598	0.00816571977005547	0.0209944829744846	-2.26668571087602	"Down"
"AC011447.6"	-1.73056307262164	-4.19617515146342	-3.33050222070247	0.00816645068877311	0.0209944829744846	-2.26624854753382	"Down"
"TMEM192"	0.324599307354537	4.43949675428414	3.32969663509512	0.00817724576634968	0.0210202917425459	-3.49215468626548	"Stable"
"AC016397.2"	-1.82920542825353	-1.9762408654005	-3.32952442729364	0.00817955531629804	0.0210241699599018	-2.30020472014302	"Down"
"C5orf15"	0.250935267856825	6.42155299021535	3.32947139712955	0.00818026666173408	0.0210241699599018	-3.78256679028767	"Stable"
"FKBP1C"	0.700084746495065	2.33665279685172	3.32924396553872	0.00818331815049032	0.0210300688070734	-2.98885112074834	"Stable"
"ACTG1"	-0.275361741675411	11.6199229480354	-3.32914973365534	0.00818458282116697	0.0210313750970676	-4.16687746695559	"Stable"
"UBE2MP1"	-1.5310727671248	-3.32070613460578	-3.32889925453262	0.00818794544438158	0.0210380716158265	-2.27108673642777	"Down"
"TGM2"	-1.56351843885815	8.34929834584974	-3.32881954081894	0.0081890158822226	0.0210388779101064	-3.95736396074836	"Down"
"LINC01560"	-0.979381272143536	0.199576338446714	-3.3287084394151	0.00819050805224496	0.0210407674520254	-2.53471025505166	"Stable"
"BMP8A"	1.62059748464946	-0.740143326280867	3.32843161438866	0.00819422723179619	0.0210483771276974	-2.39313760898366	"Up"
"AC009159.3"	-1.43986832137406	-1.35169101429152	-3.32830247516922	0.00819596283174233	0.021050707960372	-2.3381697515513	"Stable"
"ADHFE1"	-0.867503704338877	1.29299918842319	-3.32825144662251	0.00819664874800215	0.021050707960372	-2.74795321244986	"Stable"
"GPR108"	0.266558183222845	5.35832371535304	3.32793919030143	0.0082008473343158	0.0210595457127803	-3.65091965947852	"Stable"
"KCNJ4"	-0.884195302737009	0.294130149756632	-3.32782768422508	0.00820234718014437	0.0210614521831281	-2.55383169582038	"Stable"
"ICAM5"	1.17712405978011	2.41249342671348	3.32765992543916	0.00820460420492311	0.0210653023566105	-2.98897786044972	"Stable"
"CFAP97"	-0.337716483745506	4.73866439832903	-3.326923133807	0.00821452460710789	0.0210888257063283	-3.55384895085125	"Stable"
"CETP"	1.74780201642231	-4.13549679806714	3.32675351199673	0.00821681020836483	0.0210927459983191	-2.27198132873001	"Up"
"AC078923.1"	1.71864837954243	-4.15085389154033	3.32639522066509	0.00822164023725019	0.0211031965694617	-2.27242862540636	"Up"
"BANP"	-0.272426885984714	3.75440338119511	-3.32616155332222	0.00822479182720944	0.0211093374143793	-3.35446284818202	"Stable"
"REP15"	2.07372907510474	-2.06125077677328	3.32513647553047	0.00823863235625377	0.0211429082877704	-2.30576277959249	"Up"
"AC129492.1"	0.395593754793108	6.14340633412448	3.32490119371262	0.00824181251579645	0.0211489487334224	-3.75778987579492	"Stable"
"FGD6"	-0.511432196245338	4.90048586733094	-3.32484980460087	0.0082425072798712	0.0211489487334224	-3.58278328867211	"Stable"
"ZNF571"	-0.638644679877628	1.08893497455322	-3.32423112521835	0.00825087638419112	0.0211684691584073	-2.71695426286288	"Stable"
"DCAF12"	-0.266487577722129	5.13384816668347	-3.32392343154512	0.0082550419449652	0.0211772023546178	-3.62459310586341	"Stable"
"ADGRL3"	-0.790827831442846	3.05070161862103	-3.32382106233141	0.00825642830323477	0.0211788049261758	-3.17784071614042	"Stable"
"TUBBP1"	-1.31828505972482	-1.57757645527643	-3.32360537536254	0.00825935008179968	0.0211843453901413	-2.32945793316195	"Stable"
"AC097468.4"	-1.11367663316026	-1.55140511032114	-3.32343442629585	0.00826166658387181	0.0211883325061003	-2.33207690358686	"Stable"
"MPO"	1.63292370593788	-4.59241577664371	3.32288079045487	0.00826917342727991	0.0211997636288904	-2.27683246349731	"Up"
"KRT6B"	1.63292370593788	-4.59241577664371	3.32288079045487	0.00826917342727991	0.0211997636288904	-2.27683246349731	"Up"
"ALKAL1"	1.63292370593788	-4.59241577664371	3.32288079045487	0.00826917342727991	0.0211997636288904	-2.27683246349731	"Up"
"AL031133.1"	1.63292370593788	-4.59241577664371	3.32288079045487	0.00826917342727991	0.0211997636288904	-2.27683246349731	"Up"
"CLDN20"	1.62183860733358	-3.21470652128641	3.32267206213397	0.00827200544289401	0.0212050689909755	-2.2825381077437	"Up"
"C1orf198"	-0.33986330658242	5.84153427973388	-3.32246914574405	0.00827475956495765	0.0212101737152666	-3.72586754726338	"Stable"
"AC012531.2"	-3.19396483074628	0.302419295068363	-3.32232511386611	0.00827671504152696	0.0212132305691491	-2.49406609471839	"Down"
"LRRC49"	-0.647311799947397	0.871207742755415	-3.32148288600387	0.00828815929110248	0.0212406043546908	-2.67602462958429	"Stable"
"RNF40"	0.173173362287627	6.86666864643472	3.32074706653897	0.00829817106186268	0.02126430232662	-3.84465190881382	"Stable"
"AL132711.1"	-2.33990321356325	-4.28829585073419	-3.31969313610497	0.00831253295192591	0.0212991422098463	-2.28220795636543	"Down"
"TTC34"	-1.20868889646541	-1.16562002655744	-3.31900391912255	0.0083219388098294	0.0213212780379726	-2.36941141199237	"Stable"
"HOXB2"	-0.352546317334192	5.13137051058323	-3.31822088078315	0.00833263843132151	0.0213459186883375	-3.63322151056811	"Stable"
"SPCS1"	0.304225910500121	5.63522647063089	3.31818773304416	0.00833309168387771	0.0213459186883375	-3.70579429824339	"Stable"
"LINC01730"	-1.94780464958179	-4.08453955195298	-3.31810558920468	0.00833421500485238	0.021346829626467	-2.2844305300459	"Down"
"S1PR1"	-1.21774853593652	3.06925961290542	-3.31795002578463	0.00833634277159484	0.0213503128955481	-3.17766739742084	"Stable"
"EZR"	-1.02140127825934	6.26423999784359	-3.31683027388349	0.00835167512180037	0.0213862685020423	-3.7801007506936	"Stable"
"LINC02458"	1.99743523798891	-3.44206284139834	3.31681240158438	0.00835192007709406	0.0213862685020423	-2.29016316324752	"Up"
"THSD8"	-1.88756173510043	-0.958610459440493	-3.31646541527498	0.00835667729790639	0.0213957844394642	-2.38643657677784	"Down"
"TMEM132B"	1.39604027055338	-0.746646765733601	3.31642910756763	0.00835717524264621	0.0213957844394642	-2.41395994649458	"Stable"
"AC021733.3"	2.45055047530741	-3.11668771822012	3.31564798258364	0.0083678954788402	0.0214212577503803	-2.29842703078427	"Up"
"HLA-DRB1"	2.2113640581877	-4.3127858769811	3.31539974448865	0.00837130530203459	0.0214280139214189	-2.28847176921754	"Up"
"ACTN3"	-1.58651456185976	-2.88183589469611	-3.31532500628406	0.00837233219506179	0.0214286698284139	-2.29658752622541	"Down"
"SLC25A22"	-0.332237670012955	4.38057124739102	-3.31521904212719	0.0083737883519737	0.0214304241983415	-3.50680794196184	"Stable"
"ZFR"	-0.182560274302937	6.30728178017439	-3.31400219396366	0.00839052904863126	0.0214712912503443	-3.79640426834209	"Stable"
"RTTN"	1.30283871729506	4.00229650826762	3.31385825831357	0.00839251152177838	0.0214743880900497	-3.38828219178193	"Stable"
"THAP3"	-0.447100658708759	3.34405245725951	-3.31333789761116	0.00839968266590557	0.0214907596805457	-3.27655410907617	"Stable"
"FKBP4"	0.323954702558585	6.20648747011441	3.31282766388328	0.00840672040612172	0.0215067869732837	-3.78598918421346	"Stable"
"PHLDB2"	-0.411620643702643	5.83344359785	-3.31268203537286	0.00840873020390887	0.0215099495906063	-3.74102006120424	"Stable"
"AC022150.2"	-1.12824287075881	-1.62679967956789	-3.31246997052445	0.00841165776908354	0.0215154591046948	-2.34363103530684	"Stable"
"RPLP1"	-0.279486050693627	10.0008914714427	-3.31232259018932	0.00841369298269835	0.0215183920721967	-4.10872875823789	"Stable"
"EPM2AIP1"	0.278066913728961	5.55401399291749	3.312274861476	0.00841435219021057	0.0215183920721967	-3.70501240659113	"Stable"
"KCTD16"	1.92195340985498	1.94425693794612	3.31185059755313	0.00842021428208836	0.0215314031936499	-2.86816182293932	"Up"
"CBR4"	0.332300674900064	4.17195450381339	3.31159657879203	0.00842372610397124	0.0215384025790367	-3.46784226495558	"Stable"
"AL445649.1"	2.16054315570668	-3.15582980816765	3.31080096705728	0.00843473528576187	0.0215645687160624	-2.30357624173797	"Up"
"AC091564.5"	-1.85811471044443	-3.73362018669578	-3.31063186872016	0.00843707708141576	0.0215685727062468	-2.29603196300643	"Down"
