"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"expression"
"DYNC2H1"	-1.69476675213613	4.63251904804033	-19.4094591654046	5.83131018817163e-09	7.9095322484049e-07	11.358449601288	"Down"
"CDH8"	6.45411758668964	2.56106577174463	19.3797683809896	5.91475939573966e-09	7.9671039441644e-07	9.81908095853998	"Up"
"GPC1"	4.80030500509544	8.50003960540628	19.3696172830701	5.94359160578992e-09	7.9671039441644e-07	11.2277043277798	"Up"
"PDK2"	-1.95799906086707	5.18534721357564	-19.3639652121619	5.95971236562682e-09	7.9671039441644e-07	11.3340410067477	"Down"
"BMP7"	6.88368687371163	-1.57005762600798	19.3432453517056	6.01922300616761e-09	8.00815860810988e-07	7.76305203698444	"Up"
"CROT"	2.06071272271123	4.18277114531637	19.3134036967125	6.10608775989929e-09	8.04297474025245e-07	11.2885619094201	"Up"
"GSTM4"	-2.02823295584992	3.8304810177	-19.3046961463056	6.1316940665456e-09	8.04297474025245e-07	11.2565292770022	"Down"
"AC097478.1"	5.92399614725894	-2.429172851223	19.2793287593589	6.20696952141009e-09	8.04297474025245e-07	7.50176262539949	"Up"
"CCNK"	1.82384182849627	6.05432137349737	19.274960062631	6.22003582434108e-09	8.04297474025245e-07	11.2599376807453	"Up"
"EEF2"	-1.0022240232895	11.8128048430296	-19.2726145361912	6.22706355559439e-09	8.04297474025245e-07	11.0029740991125	"Stable"
"ZMYM3"	-1.55312348090868	5.85244366210209	-19.2725303800492	6.22731586924187e-09	8.04297474025245e-07	11.2642286084081	"Down"
"MGRN1"	1.06584594813523	6.95518301738666	19.2656876271773	6.24786932278835e-09	8.04297474025245e-07	11.2078051912044	"Stable"
"ISCU"	1.28119767253543	6.86471729591455	19.2163005604005	6.39845014468269e-09	8.198861968804e-07	11.1885109947502	"Stable"
"PYCR2"	1.18133047847429	5.25083997445454	19.1794228883965	6.51350015931263e-09	8.27168479874471e-07	11.2384616794231	"Stable"
"CMBL"	1.96561156490229	6.02035914860284	19.1790175663701	6.51477728161221e-09	8.27168479874471e-07	11.2152229237357	"Up"
"POLH"	2.70112416603545	5.2861337914287	19.0982954456105	6.77471459766762e-09	8.56262336830663e-07	11.208061264281	"Up"
"CTSL"	2.92137535515662	8.00866408102338	19.074439622433	6.85370802988899e-09	8.62326721624856e-07	11.0750666283598	"Up"
"JAG1"	3.67761444811757	5.01158084543809	19.0475092199203	6.94410505152965e-09	8.69764797580331e-07	11.1777648061237	"Up"
"PSTPIP2"	3.2290235113957	4.21867921627834	19.0132417926051	7.06103654003629e-09	8.77553688167865e-07	11.109626201264	"Up"
"CLIP3"	-1.94845081262327	6.15568955725011	-19.0108118331172	7.06941042039854e-09	8.77553688167865e-07	11.1238058284427	"Down"
"SRA1"	1.53720277731671	6.0952746143206	18.9965024969949	7.11894448377436e-09	8.78828738560391e-07	11.1162957749766	"Up"
"PTGES"	-2.09525404629012	3.9883569066256	-18.985508408734	7.15726231336264e-09	8.78828738560391e-07	11.1245317454574	"Down"
"EIF4A2"	-1.26362413218068	7.88392028581313	-18.9805839892399	7.17449916036858e-09	8.78828738560391e-07	11.0178663862015	"Stable"
"PRICKLE1"	-4.06644178356033	4.72020069277378	-18.9244629143543	7.37420595677654e-09	8.98290340746813e-07	11.0919468736854	"Down"
"TRIM3"	2.21797215015618	4.97367270239997	18.9178913006619	7.39798921207726e-09	8.98290340746813e-07	11.1218949315751	"Up"
"RHOU"	-2.50416920432705	7.48976122620471	-18.9041444298359	7.44801439056515e-09	9.00432557148064e-07	11.0079871157358	"Down"
"GADD45A"	3.34946978242374	6.46902563614503	18.8952310828312	7.48064956423364e-09	9.00462951441908e-07	11.0706276943954	"Up"
"TMEM63B"	1.4250160217106	5.98858549368383	18.8783239697683	7.54298710491197e-09	9.04053014824061e-07	11.0604250257345	"Stable"
"UTP3"	1.2150753708557	5.46561657347989	18.8514653183505	7.64319776042466e-09	9.12132003975828e-07	11.068102336449	"Stable"
"CSE1L"	1.25197282770829	5.82915779740444	18.8220702548421	7.7545576619557e-09	9.21466796360428e-07	11.0379346568916	"Stable"
"INKA2"	3.9779958591521	4.83185903599103	18.7315520004516	8.10886875364926e-09	9.59468955591368e-07	11.0101453541047	"Up"
"PLCE1"	-3.16781997195025	3.89788127625171	-18.7221070970321	8.14685516059749e-09	9.598790448965e-07	10.9488117908228	"Down"
"ELL"	1.33622876139951	4.99340634841059	18.7002869080335	8.23536621635988e-09	9.66213472624907e-07	11.0092573493292	"Stable"
"ESYT2"	1.87802617835686	6.95697565326522	18.6873335695814	8.28841119358798e-09	9.66260443046374e-07	10.9181794080552	"Up"
"RPN2"	1.6194607656169	8.45395835164158	18.6832366627758	8.30526670100278e-09	9.66260443046374e-07	10.837713415151	"Up"
"IER5"	2.74033438682845	6.21738840124792	18.6651911883208	8.37996071022959e-09	9.67082284389748e-07	10.956328093975	"Up"
"PCDH18"	-3.59792214920706	5.08835338921254	-18.6647274641517	8.38188989922784e-09	9.67082284389748e-07	10.9971579175924	"Down"
"PITRM1"	1.41983377610574	6.57683004668402	18.6268137269822	8.54128830570308e-09	9.79183197701302e-07	10.9024476165097	"Stable"
"E2F7"	5.72334175757374	3.10545995839141	18.6187416229593	8.57565521130343e-09	9.79183197701302e-07	10.1749071020713	"Up"
"TRPV1"	2.62914779860798	3.71321575564595	18.6083833479377	8.61997903656804e-09	9.79183197701302e-07	10.8838325266334	"Up"
"QPRT"	-1.36283456852909	8.69686090524211	-18.606601267082	8.62763013151187e-09	9.79183197701302e-07	10.7832609494955	"Stable"
"BBC3"	3.21065791464683	5.67358837555041	18.5922342142858	8.68958716218093e-09	9.82205937526842e-07	10.9511410144188	"Up"
"SGTB"	1.7030523503754	3.87831936056101	18.5720921156537	8.77727636091249e-09	9.85870163385424e-07	10.9248225161737	"Up"
"MVB12A"	-1.92381134763025	5.46062168478314	-18.5685232114693	8.79291521684475e-09	9.85870163385424e-07	10.9304882720291	"Down"
"SLC4A11"	6.2536619251398	2.30136158138022	18.5532451913458	8.86021133314979e-09	9.89425848713105e-07	9.45429032529458	"Up"
"NBN"	-1.41764755338232	4.70324912611797	-18.5087779175916	9.05933295464035e-09	1.00761524854692e-06	10.9191835474663	"Stable"
"ZNF561"	1.72263453310538	6.11420644767739	18.4904832156615	9.14268387517497e-09	1.01283453319966e-06	10.8582780720535	"Up"
"MGAT3"	-3.3817515305811	4.74810152113741	-18.4808546488142	9.18689112568853e-09	1.01369323270197e-06	10.9005814396863	"Down"
"ACHE"	5.35213484566504	4.28342793374102	18.4630507044303	9.26925583552855e-09	1.01873884491189e-06	10.6894061335335	"Up"
"ZNF79"	1.97109327184508	3.33062007719546	18.4489317355258	9.33515208280513e-09	1.02194188509638e-06	10.7826175663229	"Up"
"DOCK1"	-1.43803572991256	5.98457679950029	-18.4340846799502	9.40500415056258e-09	1.02555115847272e-06	10.8318756717176	"Stable"
"CAP1"	1.45885699699828	7.72956455309919	18.4146592240053	9.49726836287123e-09	1.0315665785078e-06	10.7314567062993	"Stable"
"FEZ1"	2.19394029471653	5.06348894210439	18.3973005729601	9.58056085617028e-09	1.03656449481195e-06	10.8606134718614	"Up"
"IFI6"	2.18490608048943	5.99214805442515	18.383477161776	9.64746632346926e-09	1.03975755267592e-06	10.8146670198142	"Up"
"BIRC5"	-5.9836226434152	0.0987959471214725	-18.3308865310313	9.90675458278217e-09	1.06357999200325e-06	7.90312046265273	"Down"
"MLF2"	2.05060016548505	8.28644225744747	18.3226457813563	9.94807603489369e-09	1.06390847010098e-06	10.6581301311082	"Up"
"ARSE"	-2.36520854282945	2.51019114806325	-18.2954968355169	1.00855586351526e-08	1.07446969649669e-06	10.4667141227356	"Down"
"ZFP36L1"	-1.15127993117521	8.08907592730658	-18.2879568279774	1.0124112079484e-08	1.07446969649669e-06	10.6429205853418	"Stable"
"WDR1"	1.61525794468808	8.39784398971554	18.2097194258314	1.05338886242212e-08	1.11370839195853e-06	10.5883662950542	"Up"
"TPX2"	-3.30106052802735	1.78211499510115	-18.1743168368376	1.07252950257986e-08	1.12964982381574e-06	9.8891140097565	"Down"
"BAK1"	1.43712710673458	4.84219617301048	18.1572344858159	1.08190208180768e-08	1.13107988372921e-06	10.7382967898148	"Stable"
"CYBRD1"	-2.22128146669534	6.51350499077489	-18.1552266435481	1.08300964329227e-08	1.13107988372921e-06	10.6655664330522	"Down"
"ADK"	2.61044408003902	4.54645538532821	18.1496533703932	1.08609051627598e-08	1.13107988372921e-06	10.7376130002842	"Up"
"ATF5"	1.28456868743504	5.25600084381795	18.1244881513804	1.10012254645255e-08	1.13795794568158e-06	10.7049091448704	"Stable"
"AC080112.1"	2.77185761643367	3.13973573681023	18.1231398412208	1.10087998053781e-08	1.13795794568158e-06	10.5301752053916	"Up"
"GSS"	1.36645980989345	5.70454721706555	18.1084115929035	1.10919135149784e-08	1.14230276739811e-06	10.675810705688	"Stable"
"FOXRED2"	-2.24749790284342	4.728297180801	-18.0900183445649	1.11966823470448e-08	1.14681325214835e-06	10.7096669635871	"Down"
"ALKBH7"	-1.44191530860651	5.47070746244566	-18.0862645936844	1.12181976761977e-08	1.14681325214835e-06	10.6755076265879	"Stable"
"NFKBIE"	2.288353923637	3.76072874681277	18.0416285052316	1.14775617264163e-08	1.16902960206861e-06	10.6399702306661	"Up"
"CD248"	-3.88285096798394	7.33220307777032	-18.0120473731826	1.16530867150665e-08	1.17908189264842e-06	10.5681300168581	"Down"
"PPP1R15A"	1.20870463507641	6.77820510710077	18.010714807793	1.16610630971127e-08	1.17908189264842e-06	10.564567417596	"Stable"
"NME3"	-1.4304563219524	5.17074065454069	-18.0009633967564	1.17196159766212e-08	1.18070884726786e-06	10.6441661424401	"Stable"
"HSPB6"	-4.80596508336038	6.72673328463092	-17.9683433096898	1.19178532574185e-08	1.19634594828801e-06	10.6029856262677	"Down"
"TNFRSF10A"	5.76533658690577	3.48373658407004	17.9419037210912	1.20812445092564e-08	1.20838519721002e-06	10.1001766979266	"Up"
"LHX3"	6.18712290093827	-2.30152378294609	17.9014271266562	1.23361867890096e-08	1.22912710118386e-06	7.31094344911008	"Up"
"DYRK3"	2.51506659855656	4.672810484047	17.8901261034849	1.24084214407871e-08	1.22912710118386e-06	10.6080942884168	"Up"
"ETV4"	3.80364867599563	3.40587591886426	17.888129825195	1.24212297861132e-08	1.22912710118386e-06	10.3854425817086	"Up"
"NUDT8"	2.58683619844763	2.60152011549237	17.8740459732569	1.2512008615499e-08	1.2337195445481e-06	10.2669604491919	"Up"
"PIGW"	2.23026994929602	3.35399232908641	17.8552577986262	1.26342502894812e-08	1.23579098901849e-06	10.4935373673711	"Up"
"ARPC2"	1.1098910942982	7.97670880105631	17.8514214741972	1.26593721335747e-08	1.23579098901849e-06	10.4122978566788	"Stable"
"POMGNT1"	1.23398389464477	6.14738952903618	17.8503579100693	1.26663465392458e-08	1.23579098901849e-06	10.5131412249032	"Stable"
"NHLRC4"	-3.76820931235932	1.07729233787985	-17.8293751206438	1.28048126721396e-08	1.24039243125696e-06	9.15187019293157	"Down"
"RPS27L"	2.33810693505452	6.53313595088025	17.8243307952696	1.28383486093404e-08	1.24039243125696e-06	10.4896843214106	"Up"
"EMC1"	1.16345609240676	7.33584405287865	17.8229814450912	1.28473358340648e-08	1.24039243125696e-06	10.4316799927983	"Stable"
"POLE"	-2.23592551048198	3.14330691897425	-17.8141136688659	1.29065717095465e-08	1.24179976801263e-06	10.4473221306749	"Down"
"PHYH"	1.5200023861579	4.70595727647616	17.7899603714456	1.30694459304467e-08	1.25313452945517e-06	10.551811441125	"Up"
"PIK3R2"	-1.31808681277751	7.74583691174043	-17.7763241022066	1.31623999821576e-08	1.25771028832946e-06	10.3839719242167	"Stable"
"ILVBL"	-1.01822001685316	5.64562366042731	-17.75767694357	1.32906935493247e-08	1.26561994805659e-06	10.4880765520667	"Stable"
"LAMP1"	1.49289875009607	8.9305031370793	17.7447810208824	1.33802244661027e-08	1.26979700172168e-06	10.306036992639	"Stable"
"RPL3"	-1.28044143483734	10.2775803649586	-17.6944449176744	1.37361039070616e-08	1.29913641238012e-06	10.2132654333288	"Stable"
"UNG"	-1.60862965247873	4.01888163010187	-17.6575814052262	1.40033497509448e-08	1.31992251923651e-06	10.4838805481239	"Down"
"DBNDD1"	4.40827895457857	2.46616593323396	17.6405538178085	1.41287240576032e-08	1.32338671535899e-06	9.78589402228785	"Up"
"BTG2"	2.79751211637134	6.74888826704375	17.6396667592633	1.41352893066827e-08	1.32338671535899e-06	10.3832017419806	"Up"
"RAD51C"	2.40700720445171	3.95004091473921	17.5687527930346	1.46711775032816e-08	1.36888990213441e-06	10.4199650374848	"Up"
"PDLIM2"	-1.5457311244066	5.56336450217938	-17.5623933352341	1.47203187083969e-08	1.36888990213441e-06	10.3918359576031	"Down"
"TPGS1"	-1.33633168842459	5.39975550791045	-17.5561157047085	1.47690056333282e-08	1.36888990213441e-06	10.3950073158781	"Stable"
"PLCD1"	2.22483664133691	5.36555681925925	17.5403731373993	1.48918816027913e-08	1.37536574765539e-06	10.4010475829792	"Up"
"TMA7"	1.20098672219921	6.4579450474686	17.534526955374	1.49377996041116e-08	1.37536574765539e-06	10.3228222871776	"Stable"
"ABLIM1"	2.63638673418329	4.85541980646752	17.5206025937614	1.50477963693919e-08	1.38092087738387e-06	10.4143687656102	"Up"
"MYL6B"	-1.394487398486	5.45755835234927	-17.5031076378005	1.51872669724478e-08	1.38332654864938e-06	10.363596856031	"Stable"
"DPYSL4"	3.44974039518821	6.12721092204643	17.4957964274715	1.5245973959416e-08	1.38332654864938e-06	10.3567951476574	"Up"
"THAP12"	-1.15888409729664	4.90564798973358	-17.4919492473217	1.52769661642893e-08	1.38332654864938e-06	10.3827162315466	"Stable"
"LSP1"	-4.62669335699933	2.47173556285138	-17.4896200679116	1.52957633703771e-08	1.38332654864938e-06	9.70709884776791	"Down"
"NAPEPLD"	-1.63405883767776	3.68705817421962	-17.4828184873721	1.53508003408586e-08	1.38332654864938e-06	10.3784746724612	"Down"
"INPP1"	2.28674319909943	5.00083815860366	17.4698057225417	1.545670630055e-08	1.38332654864938e-06	10.3800143755805	"Up"
"PBX1"	-1.88624083309287	6.94259977133142	-17.4676310131658	1.54744838601857e-08	1.38332654864938e-06	10.2630196702055	"Down"
"APEX1"	-1.14344953187212	7.23390371044545	-17.4625279166478	1.55162886223571e-08	1.38332654864938e-06	10.2373349470449	"Stable"
"RIOK3"	1.23106422052872	5.90247659227815	17.4618619172789	1.5521753692678e-08	1.38332654864938e-06	10.3153105840902	"Stable"
"PTBP3"	1.42068978841616	5.85696308000677	17.432055150644	1.57685287592908e-08	1.40082974658415e-06	10.303492089283	"Stable"
"ITPKC"	1.31129088382732	5.88219314237091	17.4181786351871	1.58848874738433e-08	1.40303549151594e-06	10.2931922634224	"Stable"
"ADAMTS10"	-4.25314041220378	3.71136175366617	-17.4170641325677	1.5894273891517e-08	1.40303549151594e-06	10.2058510763171	"Down"
"KIAA1211"	-2.71386139218274	4.41984675329726	-17.4018243723451	1.60232394842149e-08	1.40723032087952e-06	10.3522817984756	"Down"
"SERPINE1"	3.69397119405093	8.63706704189685	17.399499743597	1.60430127209526e-08	1.40723032087952e-06	10.1516730235156	"Up"
"MINDY1"	-2.15083852396454	2.64416545139917	-17.3831929869109	1.61824760751599e-08	1.41499977907515e-06	10.1259375730047	"Down"
"KRBA1"	2.01086126804496	4.83412515089857	17.3680260046037	1.63133918585106e-08	1.41852634631716e-06	10.3281310990669	"Up"
"SNX21"	-1.25879454174399	5.2103836595683	-17.3667063782966	1.63248374746994e-08	1.41852634631716e-06	10.3010671828994	"Stable"
"RMDN3"	1.10369830779133	5.3675245566397	17.3569641016711	1.640961032605e-08	1.42145054431821e-06	10.2868452212141	"Stable"
"ADAMTS1"	-3.42044915304392	8.06040946070208	-17.3403963520719	1.65548918509555e-08	1.42249935221177e-06	10.1452154497292	"Down"
"AP1B1"	1.25378663287069	6.94265240468361	17.3400290120274	1.65581290574609e-08	1.42249935221177e-06	10.1868789137835	"Stable"
"LIN7A"	3.07208446558449	3.43788165905689	17.33279336187	1.66220361129756e-08	1.42249935221177e-06	10.2016459526747	"Up"
"ZNF385A"	3.1724235363882	5.51483754809369	17.3323060369995	1.66263500492278e-08	1.42249935221177e-06	10.2969081325741	"Up"
"CAMLG"	-1.36370018494717	5.06546117699085	-17.2962136388945	1.69493068784201e-08	1.44568229159923e-06	10.2709621881374	"Stable"
"ACADVL"	1.27671675489282	7.89097020331536	17.273741676833	1.71538769728584e-08	1.45865658442599e-06	10.0955294687009	"Stable"
"PGK1"	0.912789588845627	7.4710488934594	17.2669048794998	1.72166535318015e-08	1.45892521554696e-06	10.1132372556829	"Stable"
"ARHGAP11A"	-3.09094268126458	1.45989230283214	-17.2619864344625	1.72619720892954e-08	1.45892521554696e-06	9.39872484806333	"Down"
"PLXNA3"	1.03528342238659	6.93659593530028	17.2431513601046	1.74367383669205e-08	1.46923014251695e-06	10.1312381813627	"Stable"
"CTNNA1"	0.761364809189611	8.40888237259506	17.2238677537179	1.76176893240446e-08	1.47864824365761e-06	10.0362675665697	"Stable"
"CCDC63"	5.84684381625644	-2.48814239098419	17.2199328916092	1.76548664638684e-08	1.47864824365761e-06	7.0831708236654	"Up"
"MST1"	-1.78826350866361	3.13193159918167	-17.2070266653401	1.77774146095777e-08	1.48444081271447e-06	10.1727392744531	"Down"
"KDSR"	1.6963869219611	5.32137854884113	17.1713015351267	1.81215519490954e-08	1.50864632783397e-06	10.194130187889	"Up"
"QARS"	-1.17966559944974	7.38067359505948	-17.1500766864773	1.83294824052578e-08	1.51563895559101e-06	10.0529012594345	"Stable"
"CEP295"	-2.70871629604987	2.27946638514411	-17.1471148705672	1.83587065139959e-08	1.51563895559101e-06	9.83314402127063	"Down"
"GABARAP"	-1.24427465962708	7.47713079948491	-17.1460659139744	1.83690688352934e-08	1.51563895559101e-06	10.0454792282309	"Stable"
"TSKU"	1.23241838986935	6.91775411669685	17.1274313774954	1.8554232412069e-08	1.52638753387571e-06	10.0681424875477	"Stable"
"LRRC59"	1.1585603645412	7.58750946284812	17.1175571755925	1.86531813810162e-08	1.53000106631427e-06	10.022992377422	"Stable"
"BVES"	1.98241458317651	4.11306490203533	17.0956035035165	1.8875268978207e-08	1.5401253989812e-06	10.1891617881023	"Up"
"OR52K3P"	6.54263258669496	-2.10724486597898	17.0944135463942	1.88873898098464e-08	1.5401253989812e-06	7.2165853305095	"Up"
"MMD"	2.47438068509174	5.02680552593445	17.0848047661365	1.89855791922406e-08	1.54137649751739e-06	10.1730484649781	"Up"
"TLCD1"	3.53975070077615	3.92164527354898	17.0769421758028	1.90663433726857e-08	1.54137649751739e-06	10.1224847254412	"Up"
"PKM"	2.22713641272839	9.66436086532139	17.0766810234207	1.90690324083285e-08	1.54137649751739e-06	9.89610945124656	"Up"
"PATZ1"	-1.27027764357315	5.19354916132766	-17.0486923669625	1.93596639506603e-08	1.55755366779104e-06	10.1266777537554	"Stable"
"CPXM1"	-2.16056042064122	7.68600438905036	-17.0409380115213	1.94410456733601e-08	1.55755366779104e-06	9.98071893215203	"Down"
"AC008687.8"	-6.87615225534722	-1.62688076116459	-17.0407628557942	1.94428882768044e-08	1.55755366779104e-06	7.27780032621794	"Down"
"FAM129B"	1.25029279473227	8.06825049940574	17.0351709477472	1.95018153253442e-08	1.55755366779104e-06	9.94905292590516	"Stable"
"ATP13A3"	1.39397518915076	6.71030282541368	17.0259686488552	1.95992173462867e-08	1.55755366779104e-06	10.0242316065609	"Stable"
"CCP110"	1.95505427627771	4.23545024576325	17.0235003370035	1.96254343819914e-08	1.55755366779104e-06	10.1522669626638	"Up"
"ITFG1"	1.81115534162598	6.53429750506871	17.0201321009701	1.96612722935573e-08	1.55755366779104e-06	10.0362476509714	"Up"
"STARD10"	1.15524588840436	5.53134774701094	16.9943713358643	1.99377634820828e-08	1.57497003233748e-06	10.0764722435191	"Stable"
"UFC1"	-1.52370004146723	4.98259969996309	-16.9862533561958	2.00257799326441e-08	1.57744146404278e-06	10.1058256085718	"Down"
"CLPTM1"	1.06101986110584	7.21520516393814	16.9692649883361	2.02113597139734e-08	1.58363771412464e-06	9.95904539635678	"Stable"
"TMEM179B"	1.5308967652949	5.30862065251469	16.9686286153266	2.02183481447978e-08	1.58363771412464e-06	10.0798861867514	"Up"
"FLYWCH1"	1.20628833123082	6.53982773381204	16.9630474387049	2.02797529501443e-08	1.58398542284189e-06	9.9970106238779	"Stable"
"DMXL2"	-2.02181699511986	4.63432606063516	-16.9507275296529	2.04160270643517e-08	1.59016260098421e-06	10.1067116558571	"Down"
"ARFGAP1"	1.04803099118168	7.81565475280745	16.940424479055	2.05307672688712e-08	1.59463272256489e-06	9.90745586224892	"Stable"
"DELE1"	-1.45591052432017	5.39293759503918	-16.9138962631261	2.08294838939757e-08	1.61332765781585e-06	10.0413558753795	"Stable"
"ANKRA2"	1.38597231992921	4.69529333482935	16.9062120359124	2.09169032376678e-08	1.61559836507387e-06	10.0749393069656	"Stable"
"HIBADH"	-1.56819862702526	4.5239311736099	-16.8846624434722	2.11642260185868e-08	1.62640614221315e-06	10.0697922373812	"Down"
